Orion Hindawi ,United States,software,Technology 
Ji Qi ,China,"hotels, motels",Real Estate 
Kim Chang-soo ,South Korea,apparel,Fashion & Retail 
Vyacheslav Kim ,Kazakhstan,fintech,Finance & Investments 
Kuan Kam Hon & family ,Malaysia,rubber gloves,Manufacturing 
Egor Kulkov ,Russia,pharmaceuticals,Healthcare 
Josh Kushner ,United States,venture capital,Finance & Investments 
Henry Laufer ,United States,hedge funds,Finance & Investments 
Thomas Lee ,United States,private equity,Finance & Investments 
Michael Lee-Chin ,Canada,mutual funds,Finance & Investments 
Li Xuhui ,China,soy sauce,Food & Beverage 
Lim Kok Thay ,Malaysia,casinos,Gambling & Casinos 
Joao Roberto Marinho ,Brazil,media,Media & Entertainment 
Jose Roberto Marinho ,Brazil,media,Media & Entertainment 
Roberto Irineu Marinho ,Brazil,media,Media & Entertainment 
Jim McKelvey ,United States,mobile payments,Technology 
Robert Miller ,United Kingdom,retail,Fashion & Retail 
David Nahmad ,Monaco,art collection,Fashion & Retail 
Florentino Perez ,Spain,construction,Construction & Engineering 
Jennifer Pritzker ,United States,"hotels, investments",Finance & Investments 
Linda Pritzker ,United States,"hotels, investments",Service 
P.V. Ramprasad Reddy ,India,pharmaceuticals,Healthcare 
"Joe Rogers, Jr. ",United States,Waffle House,Food & Beverage 
Ruan Shuilong & family ,China,chemicals,Manufacturing 
Phil Ruffin ,United States,"casinos, real estate",Diversified 
Vinod Saraf ,India,chemicals,Manufacturing 
Maria-Elisabeth Schaeffler-Thumann ,Germany,auto parts,Automotive 
Genhuo Shao ,China,agribusiness,Food & Beverage 
Shen Xiqiang & family ,China,chemical,Energy 
Shi Wen-long ,Taiwan,plastics,Manufacturing 
Thaksin Shinawatra ,Thailand,investments,Finance & Investments 
Alexander Skorobogatko ,Russia,"real estate, airport",Logistics 
Sylvia Stroeher ,Germany,cosmetics,Fashion & Retail 
Wichai Thongtang ,Thailand,investments,Finance & Investments 
Todd Wagner ,United States,online media,Media & Entertainment 
Wang Jianguo ,China,retail,Fashion & Retail 
Shuifu Wang ,China,Manufacturing,Manufacturing 
Wenbiao Wang ,China,"natural gas, fertilizers",Manufacturing 
Kanye West ,United States,"music, sneakers",Fashion & Retail 
Evan Williams ,United States,Twitter,Technology 
Zhongyi Wu ,China,electronics,Technology 
Zhihan Xu ,China,electronics,Technology 
Yan Zhi ,China,real estate,Real Estate 
Michael Ying ,Hong Kong,retail,Fashion & Retail 
Yuan Liping ,Canada,pharmaceuticals,Healthcare 
Anu Aga ,India,engineering,Construction & Engineering 
Joy Alukkas ,India,jewelry,Fashion & Retail 
Sezai Bacaksiz ,Turkey,diversified,Diversified 
Baokun Bai ,China,hardware,Manufacturing 
Acharya Balkrishna ,India,consumer goods,Food & Beverage 
Kiki Barki ,Indonesia,coal,Energy 
John Bloor ,United Kingdom,"real estate, manufacturing",Diversified 
Nicola Bulgari ,Italy,luxury goods,Fashion & Retail 
Alejandro Bulgheroni ,Argentina,oil & gas,Energy 
Chen Kaichen ,China,household chemicals,Manufacturing 
Fernando Chico Pardo ,Mexico,airport management,Service 
Jose Luis Cutrale ,Brazil,orange juice,Food & Beverage 
D. Leopoldo Del Pino ,Spain,construction,Construction & Engineering 
James Dinan ,United States,hedge funds,Finance & Investments 
Francois Feuillet & family ,France,"motorhomes, RVs",Automotive 
Guangming Fu & family ,China,poultry,Food & Beverage 
Mario Gabelli ,United States,money management,Finance & Investments 
Reinold Geiger ,Austria,beauty products,Fashion & Retail 
He Zhenggang ,China,chemicals,Manufacturing 
Roberto Hernandez Ramirez ,Mexico,"banking, investments",Finance & Investments 
Hoi Kin Hong ,Macau,real estate,Real Estate 
Huang Qiaoling ,China,amusement parks,Media & Entertainment 
Willis Johnson ,United States,damaged cars,Automotive 
Keeree Kanjanapas ,Thailand,transportation,Real Estate 
Kim Dae-il ,South Korea,mobile gaming,Technology 
Kim Hyoung-nyon ,South Korea,fintech,Finance & Investments 
Andrei Kozitsyn ,Russia,metals,Metals & Mining 
Thomas Kwok ,Hong Kong,real estate,Real Estate 
Lei Jufang ,China,pharmaceuticals,Healthcare 
David Lichtenstein ,United States,real estate,Real Estate 
Lin Dingqiang & family ,Hong Kong,real estate,Real Estate 
Mikhail Lomtadze ,Georgia,fintech,Finance & Investments 
Melissa Ma ,China,Internet search,Technology 
Yusaku Maezawa ,Japan,online retail,Technology 
Katarina Martinson ,Sweden,investments,Diversified 
Shouliang Miao ,China,real estate,Real Estate 
Romano Minozzi ,Italy,"utilities, diversified",Diversified 
Pedro Moreira Salles ,Brazil,"banking, minerals",Diversified 
Alexander Nesis ,Russia,"metals, banking, fertilizers",Finance & Investments 
Nguyen Dang Quang ,Vietnam,"consumer products, banking",Food & Beverage 
Oei Hong Leong ,Singapore,investments,Finance & Investments 
Nihat Ozdemir ,Turkey,diversified,Diversified 
Gretel Packer ,Australia,casinos,Media & Entertainment 
Benjamin Zhengmin Pan & family ,China,electronics,Technology 
Victor Pinchuk ,Ukraine,"steel pipes, diversified",Metals & Mining 
Alexander Ponomarenko ,Russia,"real estate, airport",Logistics 
Qi Jinxing ,China,real estate,Real Estate 
Larry Robbins ,United States,hedge funds,Finance & Investments 
Dwight Schar ,United States,"homebuilding, NFL team",Construction & Engineering 
Shi Yifeng ,China,medical cosmetics,Healthcare 
Sun Hongjun ,China,semiconductors,Technology 
Anand Surana ,India,pharmaceuticals,Healthcare 
Dilip Surana ,India,pharmaceuticals,Healthcare 
Djoko Susanto ,Indonesia,supermarkets,Fashion & Retail 
Sze Man Bok ,China,hygiene products,Manufacturing 
Alain Taravella ,France,real estate development,Real Estate 
Martin Viessmann ,Germany,heating and cooling equipment,Manufacturing 
Georg von Opel ,Switzerland,"real estate, investments",Finance & Investments 
Changtian Wang ,China,"TV, movie production",Media & Entertainment 
Wang Chaobin ,China,real estate,Real Estate 
Wang Chou-hsiong ,Taiwan,footwear,Manufacturing 
Wang Xiaoshen ,China,lithium,Manufacturing 
Wei Yin-Heng ,Taiwan,"food, beverages",Food & Beverage 
Xue Xiangdong & family ,China,software,Technology 
Yuan Fugen & family ,China,metal processing,Manufacturing 
David Zalik ,United States,financial technology,Technology 
Leslie Alexander ,United States,sports team,Sports 
Igor Altushkin ,Russia,metals,Metals & Mining 
Roberto Angelini Rossi ,Chile,"forestry, mining",Diversified 
Nigel Austin ,Australia,retail,Fashion & Retail 
Bang Jun-hyuk ,South Korea,online gaming,Media & Entertainment 
O. Francis Biondi ,United States,hedge funds,Finance & Investments 
Chang Byung-gyu ,South Korea,online games,Technology 
Chang Kuo-Ming ,Taiwan,Transportation,Logistics 
Chen Gang ,China,solar energy,Energy 
Liying Chen ,China,package delivery,Logistics 
Chen Xueli ,China,pharmaceuticals,Healthcare 
Chi Yufeng ,China,software,Technology 
Mark Coombs ,United Kingdom,finance,Finance & Investments 
Tench Coxe ,United States,venture capital,Finance & Investments 
John de Mol ,Netherlands,TV programs,Media & Entertainment 
Alfredo Egydio Arruda Villela Filho ,Brazil,banking,Finance & Investments 
Ibrahim Erdemoglu ,Turkey,carpet,Manufacturing 
Philip Fayer ,Canada,online payments,Finance & Investments 
Paul Foster ,United States,oil refining,Energy 
James France ,United States,"Nascar, racing",Sports 
Yasuhiro Fukushima ,Japan,video games,Media & Entertainment 
Zhongru Gan ,China,pharmaceuticals,Healthcare 
Rahul Gautam ,India,mattresses,Fashion & Retail 
Ali Ghodsi ,Sweden,data analytics,Technology 
Giammaria Giuliani ,Switzerland,pharmaceuticals,Healthcare 
Christopher Goldsbury ,United States,salsa,Food & Beverage 
Alexandre Grendene Bartelle ,Brazil,shoes,Fashion & Retail 
Surjit Kumar Gupta ,India,electrical equipment,Manufacturing 
Brian Higgins ,United States,hedge funds,Finance & Investments 
David Hindawi ,United States,software,Technology 
Chengzhong Hu ,China,manufacturing,Manufacturing 
Huang Min ,China,machinery,Manufacturing 
Stanley Hubbard ,United States,DirecTV,Media & Entertainment 
Hui Lin Chit ,China,hygiene products,Manufacturing 
Hal Jackman ,Canada,"insurance, investments",Finance & Investments 
Stephen Jarislowsky ,Canada,money management,Finance & Investments 
Mark & Robyn Jones ,United States,insurance,Finance & Investments 
George Joseph ,United States,insurance,Finance & Investments 
Kim Kardashian ,United States,"cosmetics, reality TV",Fashion & Retail 
Dominika Kulczyk ,Poland,diversified,Finance & Investments 
Edward Lampert ,United States,Sears,Finance & Investments 
Marc Lasry ,United States,hedge funds,Finance & Investments 
Michiel Le Roux ,South Africa,banking,Finance & Investments 
Peter Leibinger ,Germany,machine tools,Manufacturing 
Regine Leibinger ,Germany,machine tools,Manufacturing 
Nicola Leibinger-Kammueller ,Germany,manufacturing,Manufacturing 
Wolfgang Leitner ,Austria,engineering,Construction & Engineering 
Liu Zhongtian & family ,China,aluminum products,Manufacturing 
Bill Malhotra ,Canada,real estate,Real Estate 
Charlwin Mao ,China,e-commerce,Fashion & Retail 
George Marcus ,United States,real estate,Real Estate 
Yves-Loic Martin ,France,laboratory services,Healthcare 
Gary Michelson ,United States,medical patents,Healthcare 
Robert G. Miller ,Canada,electronics components,Technology 
Fernando Roberto Moreira Salles ,Brazil,"banking, minerals",Diversified 
Joao Moreira Salles ,Brazil,"banking, minerals",Diversified 
Walther Moreira Salles Junior ,Brazil,"banking, minerals",Finance & Investments 
Zugen Ni ,China,appliances,Manufacturing 
Liora Ofer ,Israel,investments,Finance & Investments 
Mrudula Parekh ,India,adhesives,Manufacturing 
David Paul ,United States,medical devices,Healthcare 
Pierre Karl Péladeau ,Canada,media,Media & Entertainment 
Miranda Qu ,China,e-commerce,Fashion & Retail 
Phillip T. (Terry) Ragon ,United States,health IT,Technology 
G. Rajendran ,India,jewellery,Fashion & Retail 
Krit Ratanarak ,Thailand,"media, real estate",Media & Entertainment 
Jerry Reinsdorf ,United States,sports teams,Sports 
Mochtar Riady & family ,Indonesia,diversified,Diversified 
Rajju Shroff ,India,agrochemicals,Manufacturing 
Frank Slootman ,United States,software,Technology 
Henry Swieca ,United States,hedge funds,Finance & Investments 
Yuequn Tao ,China,Contact Lens,Fashion & Retail 
Robert Toennies ,Germany,meat processing,Food & Beverage 
Torbjorn Tornqvist ,Sweden,oil trading,Energy 
Zhenghua Wang ,China,budget airline,Service 
Charlotte Colket Weber ,United States,Campbell Soup,Food & Beverage 
Wu Lanlan & family ,China,packaging,Manufacturing 
Wu Yulan ,China,pharmaceuticals,Healthcare 
Elaine Wynn ,United States,"casinos, hotels",Gambling & Casinos 
Xu Shijun & family ,China,manufacturing,Manufacturing 
Xu Xudong & family ,China,auto parts,Automotive 
Yang Xuegang ,China,coking,Manufacturing 
Zhang Chuanwei & family ,China,machinery,Manufacturing 
Xuexin Zhang & family ,China,aluminum,Metals & Mining 
Noubar Afeyan ,United States,biotech,Healthcare 
Farkhad Akhmedov ,Russia,investments,Energy 
Marc Andreessen ,United States,venture capital investing,Finance & Investments 
John Bicket ,United States,sensor systems,Technology 
Zadik Bino & family ,Israel,"banking, oil",Diversified 
Alex Birkenstock ,Germany,shoes,Fashion & Retail 
Christian Birkenstock ,Germany,shoes,Fashion & Retail 
Sanjit Biswas ,United States,sensor systems,Technology 
David Booth ,United States,mutual funds,Finance & Investments 
Josef Boquoi & family ,Germany,frozen foods,Food & Beverage 
Saket Burman ,United Kingdom,consumer goods,Food & Beverage 
Mingtong Cai ,China,electronic components,Technology 
Chen Yung-tai ,Taiwan,real estate,Real Estate 
Manas Chiaravanond ,Thailand,diversified,Diversified 
Phongthep Chiaravanont ,Thailand,diversified,Diversified 
Ivan Chrenko ,Slovakia,real estate,Real Estate 
Sol Daurella ,Spain,Coca-Cola bottler,Food & Beverage 
Dulce Pugliese de Godoy Bueno ,Brazil,"hospitals, health care",Healthcare 
Norbert Dentressangle ,France,"transport, logistics",Logistics 
Oleg Deripaska ,Russia,"aluminum, utilities",Metals & Mining 
Dong Jinggui ,China,electric scooters,Automotive 
Keith Dunleavy & family ,United States,health IT,Healthcare 
Donald Foss ,United States,auto loans,Automotive 
Rolf Gerling ,Germany,insurance,Finance & Investments 
G. Gnanalingam ,Malaysia,ports,Logistics 
He Zhaoxi ,China,software,Technology 
William Heinecke ,Thailand,hotels,Real Estate 
Huh Jae-myung ,South Korea,electric components,Manufacturing 
Tianjiang Jia & family ,China,non-ferrous metals,Metals & Mining 
Michael Jordan ,United States,"Charlotte Hornets, endorsements",Sports 
Dmitry Kamenshchik ,Russia,airport,Service 
Kim Taek-jin ,South Korea,online games,Media & Entertainment 
Koo Kwang-mo ,South Korea,LG,Diversified 
Anthony Langley ,United Kingdom,manufacturing,Diversified 
Lee Joong-keun ,South Korea,"construction, real estate",Construction & Engineering 
James Leininger ,United States,medical products,Healthcare 
Li Haiyan ,China,restaurants,Food & Beverage 
Li Jianli ,China,lithium-ion battery cap,Manufacturing 
Weiwei Li ,China,online games,Technology 
Li Zhigang ,China,machinery,Manufacturing 
Jimmy John Liautaud ,United States,sandwich chain,Food & Beverage 
Louise Lindh ,Sweden,investments,Diversified 
Lu Di ,China,drones,Technology 
Anand Mahindra ,India,diversified,Diversified 
Bruce Mathieson ,Australia,hotels,Food & Beverage 
Billy Joe (Red) McCombs ,United States,"real estate, oil, cars, sports",Diversified 
Deepak Mehta ,India,chemicals,Manufacturing 
Mario Moretti Polegato & family ,Italy,shoes,Fashion & Retail 
Alberto Palatchi ,Spain,wedding dresses,Fashion & Retail 
Nelson Peltz ,United States,investments,Finance & Investments 
Jorge Perez ,United States,real estate,Real Estate 
Alberto Prada ,Italy,luxury goods,Fashion & Retail 
Marina Prada ,Italy,luxury goods,Fashion & Retail 
M.Satyanarayana Reddy ,India,pharmaceuticals,Healthcare 
Rihanna ,Barbados,"music, cosmetics",Fashion & Retail 
Arkady Rotenberg ,Russia,"construction, pipes, banking",Construction & Engineering 
Dieter Schnabel ,Germany,chemicals,Manufacturing 
Shang Xiaobo & family ,China,Manufacturing,Manufacturing 
Shao Qinxiang ,China,diversified,Manufacturing 
Renate Sick-Glaser ,Germany,sensor technology,Technology 
Basudeo Singh ,India,pharmaceuticals,Healthcare 
Edward Stack ,United States,Dick's Sporting Goods,Fashion & Retail 
Weijie Sun ,China,oilfield equipment,Manufacturing 
Vonnarat Tangkaravakoon ,Thailand,"wire & cables, paints",Manufacturing 
Byron Trott ,United States,investments,Finance & Investments 
Jan Van Geet ,Belgium,real estate developer,Real Estate 
Radha Vembu ,India,business software,Technology 
Patrizio Vinciarelli ,United States,electronic components,Technology 
Mingwang Wang ,China,electronics components,Manufacturing 
Wang Yanqing & family ,China,carbon fiber products,Manufacturing 
Lars Wingefors ,Sweden,video games,Media & Entertainment 
Stephen Winn ,United States,real estate services,Real Estate 
Ian Wood & family ,United Kingdom,energy services,Energy 
Gordon Wu ,Hong Kong,real estate,Real Estate 
Wu Xiangdong ,China,consumer,Food & Beverage 
Yao Kuizhang ,China,beverages,Food & Beverage 
Vladimir Yevtushenkov ,Russia,"telecom, investments",Telecom 
Dasheng Yi ,China,conglomerate,Diversified 
Yu Lili ,China,electronic components,Manufacturing 
Alan Zekelman ,Canada,steel,Manufacturing 
Kaitian Zeng ,China,online games,Technology 
Zhang Jingzhang & family ,China,precision machinery,Manufacturing 
Zhang Yubai ,China,wine,Food & Beverage 
Zheng Hong & family ,China,electronics,Technology 
Zhong Peifeng ,United States,semiconductor,Telecom 
Zhou Zongwen & family ,China,jewelry,Fashion & Retail 
Zhu Yiming ,China,semiconductors,Technology 
Zhaojiang Zhu ,China,Smartphones,Manufacturing 
Anita Zucker ,United States,chemicals,Manufacturing 
"Herbert Allen, Jr. & family ",United States,investment banking,Finance & Investments 
Vasily Anisimov ,Russia,real estate,Metals & Mining 
Mori Arkin ,Israel,pharmaceuticals,Healthcare 
Semahat Sevim Arsel ,Turkey,diversified,Diversified 
Clifford Asness ,United States,money management,Finance & Investments 
Louis Bacon ,United States,hedge funds,Finance & Investments 
Hari Bhartia ,India,diversified,Diversified 
Shyam Bhartia ,India,"pharmaceuticals, food",Healthcare 
Amit Burman ,India,consumer goods,Food & Beverage 
Chen Shibin ,China,quartz products,Manufacturing 
Chen Tianshi ,China,semiconductors,Technology 
Robert Clark ,United States,construction,Construction & Engineering 
Ana Lucia de Mattos Barretto Villela ,Brazil,banking,Finance & Investments 
Diao Zhizhong ,China,software,Technology 
Jamie Dimon ,United States,banking,Finance & Investments 
Gary Fegel ,Switzerland,"commodities, investments",Metals & Mining 
Gao Yunfeng ,China,industrial lasers,Manufacturing 
Philippe Ginestet & family ,France,retail stores,Fashion & Retail 
Sebastian Glaser ,Germany,sensor technology,Technology 
Sam Goi ,Singapore,frozen foods,Food & Beverage 
Lance Gokongwei ,Philippines,diversified,Diversified 
Sergei Gordeev ,Russia,real estate,Real Estate 
Bill Gross ,United States,investments,Finance & Investments 
Sue Gross ,United States,investments,Finance & Investments 
Patrick Hanrahan ,United States,software,Technology 
Lutz Mario Helmig ,Germany,hospitals,Healthcare 
Ilkka Herlin ,Finland,"elevators, escalators",Manufacturing 
Asok Kumar Hiranandani ,Singapore,real estate,Real Estate 
Hu Kunhui ,China,biotech,Healthcare 
Archie Hwang ,Taiwan,semiconductors,Technology 
Jared Isaacman ,United States,payment processing,Technology 
Anurang Jain ,India,auto parts,Manufacturing 
Jin Lei & family ,China,medical equipment,Healthcare 
Sunjay Kapur ,United States,auto parts,Automotive 
Richard Kayne ,United States,investments,Finance & Investments 
Randal J. Kirk ,United States,pharmaceuticals,Healthcare 
Jim Koch ,United States,beer,Food & Beverage 
William Koch ,United States,"oil, investments",Energy 
Kagemasa Kozuki ,Japan,video games,Technology 
Arvind Lal ,India,medical diagnostics,Healthcare 
Robert Langer ,United States,biotech,Healthcare 
Theodore Leonsis ,United States,sports teams,Sports 
David Xueling Li ,China,live streaming service,Technology 
Li Denghai ,China,seed production,Food & Beverage 
Li Guoqing ,China,Petro Fibre,Manufacturing 
Li Jiaquan ,China,chemicals,Manufacturing 
Li Rucheng ,China,apparel,Fashion & Retail 
Li Sze Lim ,Hong Kong,real estate,Real Estate 
Li Yongqing ,China,Petro Firbe,Manufacturing 
Lim Wee Chai ,Malaysia,rubber gloves,Manufacturing 
Liu Aisen & family ,China,building materials,Construction & Engineering 
Liu Ming Chung ,Brazil,paper,Manufacturing 
Vincent Lo ,Hong Kong,real estate,Real Estate 
Brandt Louie ,Canada,drugstores,Food & Beverage 
Catherine Lozick ,United States,valve manufacturing,Manufacturing 
Lu Zongjun ,China,logistics,Logistics 
Lv Jianming ,Hong Kong,medical equipment,Healthcare 
"Cargill MacMillan, III. ",United States,Cargill,Food & Beverage 
Duncan MacMillan ,United States,Bloomberg LP,Finance & Investments 
John MacMillan ,United States,Cargill,Food & Beverage 
Martha MacMillan ,United States,Cargill,Food & Beverage 
William MacMillan ,United States,Cargill,Food & Beverage 
Terence (Terry) Matthews ,Canada,telecom,Telecom 
Kazuo Okada ,Japan,casinos,Gambling & Casinos 
Tomas Olivo Lopez ,Spain,shopping centers,Real Estate 
Jorge Pinheiro Koren de Lima ,Brazil,"hospitals, health insurance",Healthcare 
Candido Pinheiro Koren de Lima Junior ,Brazil,"hospitals, health insurance",Healthcare 
Qian Ying ,China,pig breeding,Food & Beverage 
Ren Jinsheng & family ,China,pharmaceutical,Healthcare 
Brian Roberts ,United States,Comcast,Media & Entertainment 
Austin Russell ,United States,sensors★,Automotive 
George Sakellaris ,United States,energy services,Energy 
Sheryl Sandberg ,United States,Facebook,Technology 
Andres Santo Domingo ,United States,beer,Food & Beverage 
Paul Saville ,United States,homebuilder,Real Estate 
Ivan Savvidis ,Russia,agribusiness,Diversified 
Michael Saylor ,United States,cryptocurrency,Technology 
Gerald Schwartz ,Canada,finance,Finance & Investments 
Sathien Setthasit ,Thailand,energy drinks,Food & Beverage 
Niraj Shah ,United States,online retail,Technology 
Keiichi Shibahara ,Japan,healthcare,Healthcare 
Evgeny (Eugene) Shvidler ,United States,"oil & gas, investments",Energy 
Ryan Smith ,United States,cloud computing,Technology 
Peter Sperling ,United States,education,Service 
Ion Stoica ,Romania,data analytics,Technology 
Bambang Sutantio ,Indonesia,dairy & consumer products,Food & Beverage 
Lili Tan ,China,feed,Food & Beverage 
Tan Yu Yeh ,Malaysia,retail,Fashion & Retail 
David Teoh ,Australia,telecom,Telecom 
Carl Thoma ,United States,investments,Finance & Investments 
Ion Tiriac ,Romania,"banking, insurance",Finance & Investments 
Clemens Toennies ,Germany,meat processing,Food & Beverage 
Tran Ba Duong & family ,Vietnam,automotive,Automotive 
Tseng Sing-ai ,Taiwan,petrochemicals,Manufacturing 
Tung Ching Bor ,China,manufacturing,Manufacturing 
Tung Ching Sai ,China,manufacturing,Manufacturing 
Scott Watterson ,United States,fitness equipment,Technology 
Wei Ing-Chou ,Taiwan,"food, beverages",Food & Beverage 
Wei Yin-Chun ,Taiwan,"food, beverages",Food & Beverage 
Wei Ying-Chiao ,Taiwan,"food, beverages",Food & Beverage 
Tom Werner ,United States,sports teams,Sports 
Kie Chie Wong ,Malaysia,investments,Metals & Mining 
Xu Guozhong & family ,China,Motors,Manufacturing 
Xu Yuejuan ,China,Petro Fibre,Manufacturing 
Yang Tingdong ,China,brewery,Food & Beverage 
Yu Peidi ,Hong Kong,real estate,Real Estate 
Matei Zaharia ,Romania,data analytics,Technology 
Zhang Jian ,China,"electric bikes, scooters",Manufacturing 
Keqiang Zhang ,China,real estate,Real Estate 
Zheng Jianjiang & family ,China,electrical equipment,Manufacturing 
Zhong Sheng Jian ,Singapore,real estate,Real Estate 
Antti Aarnio-Wihuri ,Finland,diversified,Diversified 
Hamdi Akin & family ,Turkey,diversified,Diversified 
Chirayu Amin ,India,pharmaceuticals,Healthcare 
Joachim Ante ,Germany,game software,Technology 
Ziv Aviram ,Israel,automotive technology,Automotive 
Danna Azrieli ,Israel,Real estate,Real Estate 
Naomi Azrieli ,Canada,Real estate,Real Estate 
Sharon Azrieli ,Canada,Real estate,Real Estate 
Lesley Bamberger ,Netherlands,real estate,Real Estate 
Bernhard Braun-Luedicke ,Germany,medical technology,Healthcare 
Eva Maria Braun-Luedicke ,Germany,medical technology,Healthcare 
Ana Maria Brescia Cafferata ,Peru,"mining, banking",Diversified 
Nikolai Buinov ,Russia,"oil, gas",Energy 
Paolo Bulgari ,Italy,luxury goods,Fashion & Retail 
Andres Bzurovski Bay ,Uruguay,fintech,Finance & Investments 
Ahmet Calik ,Turkey,"energy, banking, construction",Diversified 
Giuliana Caprotti ,Italy,supermarkets,Food & Beverage 
Marina Caprotti ,Italy,supermarkets,Food & Beverage 
Steve Case ,United States,AOL,Technology 
Safra Catz ,United States,software,Technology 
Binod Chaudhary ,Nepal,diversified,Diversified 
Chen Baohua ,China,pharmaceutical,Healthcare 
Xianbao Chen & family ,China,food,Food & Beverage 
Chung Yong-jin ,South Korea,retail,Fashion & Retail 
Steve Conine ,United States,online retail,Technology 
Eduardo Costantini ,Argentina,real estate,Real Estate 
Wenjun Dai ,China,food,Food & Beverage 
Bharat Desai ,United States,IT consulting,Technology 
Mohammed Dewji ,Tanzania,diversified,Diversified 
Mathias Doepfner ,Germany,media,Media & Entertainment 
Domenico Dolce ,Italy,luxury goods,Fashion & Retail 
Marek Dospiva ,Czech Republic,investments,Finance & Investments 
Fritz Draexlmaier ,Germany,auto parts,Automotive 
Henrique Dubugras ,Brazil,fintech,Finance & Investments 
Egon Durban ,United States,private equity,Finance & Investments 
Bulent Eczacibasi ,Turkey,"pharmaceuticals, diversified",Diversified 
Faruk Eczacibasi ,Turkey,"pharmaceuticals, diversified",Diversified 
Henry Engelhardt ,United States,insurance,Finance & Investments 
Ali Erdemoglu ,Turkey,carpet,Manufacturing 
Eduardo Eurnekian ,Argentina,"airports, investments",Diversified 
John Farber ,United States,chemicals,Manufacturing 
Clement Fayat & family ,France,construction,Construction & Engineering 
Daniel Feffer ,Brazil,pulp and paper,Manufacturing 
David Feffer ,Brazil,pulp and paper,Manufacturing 
Ruben Feffer ,Brazil,pulp and paper,Manufacturing 
Feng Yuxia ,China,pharmaceuticals,Healthcare 
Sergio Fogel ,Uruguay,fintech,Finance & Investments 
Pedro Franceschi ,Brazil,fintech,Finance & Investments 
Stefano Gabbana ,Italy,luxury goods,Fashion & Retail 
Yi Gao & family ,China,pharmaceuticals,Healthcare 
Geng Jianming ,China,real estate,Real Estate 
Alan Gerry ,United States,cable television,Media & Entertainment 
Balkrishan Goenka ,India,textiles,Manufacturing 
Esther Grether ,Switzerland,art collection,Fashion & Retail 
Gu Wei ,China,consumer electronics,Manufacturing 
Torstein Hagen ,Norway,cruises,Service 
Kenneth Hao ,United States,private equity,Finance & Investments 
He Zhiping ,China,investments,Finance & Investments 
Timothy Headington ,United States,"oil & gas, investments",Energy 
Ilona Herlin ,Finland,"elevators, escalators",Manufacturing 
Niranjan Hiranandani ,India,real estate,Real Estate 
Drew Houston ,United States,cloud storage service,Technology 
Huang Rulun ,China,real estate,Real Estate 
Matt Hulsizer ,United States,fintech,Finance & Investments 
Justin Ishbia ,United States,private equity★,Finance & Investments 
Peter Jackson ,New Zealand,"movies, digital effects",Media & Entertainment 
Jin Lei ,China,pharmaceuticals,Healthcare 
Jin Xin ,China,manufacturing,Manufacturing 
Conni Jonsson ,Sweden,asset management,Finance & Investments 
Jenny Just ,United States,fintech,Finance & Investments 
Ke Xiping & family ,China,investments,Diversified 
Ke Zunhong & family ,China,pharmaceuticals,Healthcare 
Sidney Kimmel ,United States,retail,Fashion & Retail 
Seth Klarman ,United States,investments,Finance & Investments 
Mustafa Rahmi Koc ,Turkey,diversified,Diversified 
Pyotr Kondrashev ,Russia,investments,Manufacturing 
Kong Jian Min ,China,real estate,Real Estate 
Hemendra Kothari ,India,financial services,Finance & Investments 
Eduard Kucera ,Czech Republic,software,Technology 
Christopher Kwok ,Hong Kong,real estate,Real Estate 
Edward Kwok ,Hong Kong,real estate,Real Estate 
Joe Lacob ,United States,Golden State Warriors,Sports 
Lai Jianfa ,China,express delivery,Logistics 
Manuel Lao Hernández ,Spain,casinos,Gambling & Casinos 
Lee Joon-ho ,South Korea,online games,Technology 
Manfredi Lefebvre d'Ovidio & family ,Italy,cruises,Service 
Li Jinyang ,China,mining,Metals & Mining 
Li Ming ,China,investments,Finance & Investments 
Zhen Li & family ,China,lithium batteries,Manufacturing 
Rongfu Lu ,China,telecommunication,Telecom 
Rafique Malik ,India,footwear,Fashion & Retail 
Youssef Mansour ,Egypt,diversified,Diversified 
Mao Lixiang & family ,China,cooking appliances,Technology 
David McMurtry ,United Kingdom,manufacturing,Manufacturing 
Meng Qingshan & family ,China,chemicals,Manufacturing 
Alan Miller & family ,United States,healthcare services,Healthcare 
Greg Mondre ,United States,private equity,Finance & Investments 
Massimo Moratti ,Italy,oil refinery,Energy 
Robert Mouawad ,Lebanon,fine jewelry,Service 
Ezra Nahmad ,Monaco,art,Finance & Investments 
Tadako Nakatani ,Japan,medical diagnostic equipment,Healthcare 
Kentaro Ogawa ,Japan,restaurants,Food & Beverage 
Jonathan Oringer ,United States,stock photos,Technology 
Niti Osathanugrah ,Thailand,"energy drinks,investments",Finance & Investments 
Dragos Paval ,Romania,retail,Fashion & Retail 
Zach Perret ,United States,fintech,Finance & Investments 
Karl-Johan Persson ,Sweden,H&M,Fashion & Retail 
Markus Persson ,Sweden,computer games,Media & Entertainment 
Tom Persson ,Sweden,H&M,Fashion & Retail 
Kevin Plank ,United States,Under Armour,Fashion & Retail 
Andreas Pohl ,Germany,mutual funds,Finance & Investments 
"Reinfried Pohl, Jr. ",Germany,mutual funds,Finance & Investments 
Michael Polsky ,United States,Electric power,Energy 
Qin Long ,China,tire,Manufacturing 
G. M. Rao ,India,infrastructure,Logistics 
Mike Repole ,United States,sports drink,Food & Beverage 
